Manufacturer,Model,Date,Type,Subtype,Group,Refrigerant,Mass of Refrigerant [kg],SPL indoor [dBA],SPL outdoor [dBA],PSB [W],Climate,P_el_h_ref [W],P_th_h_ref [W],COP_ref,P_el_c_ref [W],P_th_c_ref [W],p1_P_th,p2_P_th,p3_P_th,p4_P_th,p5_P_th,p6_P_th,p1_P_el_h,p2_P_el_h,p3_P_el_h,p4_P_el_h,p5_P_el_h,p6_P_el_h,p1_COP,p2_COP,p3_COP,p4_COP,p5_COP,p6_COP,MAPE_P_el_h,MAPE_COP,MAPE_P_th,p1_Pdc,p2_Pdc,p3_Pdc,p4_Pdc,p5_Pdc,p6_Pdc,p1_P_el_c,p2_P_el_c,p3_P_el_c,p4_P_el_c,p5_P_el_c,p6_P_el_c,p1_EER,p2_EER,p3_EER,p4_EER,p5_EER,p6_EER,MAPE_P_el_cooling,MAPE_EER,MAPE_Pdc
Ecoforest Geotermia ,ECOAIR 3-12 PRO,2020-11-17,Outdoor Air/Water,Regulated,1.0,R290,0.85,,,8,average,2851,5760,2.02,,,136.90637635082334,-186.66407921012097,-59.40695175772999,71.11993262867661,51.66445418226716,-12.247653412317137,172.2823778783197,-257.0761864660123,-51.75722699054853,48.62353884990869,93.27516831507074,-3.6876005901538575,-276.8339545035749,361.7538673881363,148.59475918057083,-19.43235124361981,-156.7205015704276,-54.78025985311029,30.57554225589257,9.036613947074883,18.793563773588527,,,,,,,,,,,,,,,,,,,,,
Ecoforest Geotermia ,ECOAIR EVI 3-12kW,2019-11-12,Outdoor Air/Water,Regulated,1.0,R410a,2.5,0.0,65.0,9,average,2697,7470,2.77,,,80.6335229897569,-140.98379562133994,0.4986421407661837,40.51909253588237,45.3536137943827,-24.97186555156888,156.8692316001666,-233.0092525169992,-49.0429751012878,33.10165082893211,89.87508785286796,3.6570003513571336,-587.8322050104198,690.2243898520572,398.67618186385175,-283.4288813676401,-187.27259960715048,-26.96125637423648,23.45092718776458,10.418409704611646,16.180811797509346,,,,,,,,,,,,,,,,,,,,,
Ecoforest Geotermia ,ECOAIR EVI 4-20kW,2020-01-06,Outdoor Air/Water,Regulated,1.0,R410a,3.5,0.0,63.0,25,average,4492,11950,2.66,,,190.47875577627744,-249.7859143957237,-97.07205879642132,93.5651523383784,70.20505512657157,-5.881498482596518,291.07486150015694,-343.24344381738024,-192.82787721713348,98.82002562200644,109.84319950724046,38.09656367795652,-358.5949998408599,400.2895634550363,266.42573860352474,-547.8720798815995,51.83561671995439,196.99640225615173,36.80833144499999,16.55878699355058,21.062374397256445,,,,,,,,,,,,,,,,,,,,,
Ecoforest Geotermia ,ECOAIR T 3-12 PRO,2020-11-17,Outdoor Air/Water,Regulated,1.0,R290,0.85,,,8,average,2851,5760,2.02,,,137.73701274899224,-183.6384459558305,-64.64786678368884,71.19869398539716,50.31622956361613,-9.62400968673922,172.44555886719604,-256.490093975639,-52.77705910422928,48.64023344885712,93.01337940024104,-3.1778626286695446,-271.7647611248179,379.8304858172653,117.066772066141,-18.92315279237945,-164.79209924143214,-39.01815090080883,30.599991071293022,8.840210944378427,18.905013966733662,,,,,,,,,,,,,,,,,,,,,
Ecoforest Geotermia ,ECOGEO B1 1-9kW,2019-05-28,Brine/Water,Regulated,2.0,R410a,0.9,54.0,,11,average,3320,9030,2.72,,,-50.92514415998993,-85.66374964848899,-15.28329860230286,204.17792374708355,-48.98274975116485,-4.477464924365881,5.126320863544772,-545.1664683268037,5.126380186204669,510.9153594854093,18.61875819290085,5.126417274851122,6.792439305156663,-132.12490447212676,-14.268348937191442,201.8242145457618,-41.28554017269918,-14.268348942996074,51.14101166764252,9.963986528133306,46.9135270033093,,,,,,,,,,,,,,,,,,,,,
Ecoforest Geotermia ,ECOGEO B1 3-12kW,2019-05-28,Brine/Water,Regulated,2.0,R410a,1.0,54.0,,11,average,4224,11870,2.81,,,-0.6960557884738634,-82.96276752672678,-81.2573796090668,222.60057885403623,-58.275034533188936,-0.6960552120387185,0.7087266834451013,-350.9106394895407,0.7087483587669001,339.962246910077,8.404404857259275,0.7087701101301226,15.77482778434118,-216.03276121396527,15.774836576211078,165.54152444280177,11.011531309905514,15.774833244709384,50.92628965936598,7.30333944534366,44.49617763112388,,,,,,,,,,,,,,,,,,,,,
Ecoforest Geotermia ,ECOGEO B1 5-22kW,2019-05-28,Brine/Water,Regulated,2.0,R410a,1.4,42.0,,7,average,6521,17410,2.67,,,78.34123427930496,-60.58801591069974,-107.38812506613064,175.76755936701247,-47.91434575727627,-39.22519966074013,-3.768900446070074,280.5844379470016,-3.7689019614587047,-266.69237051663737,-3.0746590532589466,-3.7689194182930383,35.554296883745614,-141.68944159927227,35.554300522515554,-14.79858240075302,58.24703161291208,35.55428469312622,55.50337520224872,8.208600678029802,47.02642140706228,,,,,,,,,,,,,,,,,,,,,
Ecoforest Geotermia ,ECOGEO B3 1-9kW,2019-05-28,Brine/Water,Regulated,2.0,R410a,1.0,54.0,,11,average,3638,9460,2.6,,,-21.983779747280963,-13.834244524117878,-21.983783440285865,124.17866755103586,-45.48364561259301,-21.983779733772764,7.971845114113518,-347.1831411982704,7.971829142398145,298.2347651860524,24.90873733422932,7.971856613472326,-12.807416315272416,-164.17183513974055,-12.807414689751075,263.71703398989854,-54.635940255403376,-12.807416120472016,52.38704058643072,10.17169722485253,47.21614707385567,,,,,,,,,,,,,,,,,,,,,
Ecoforest Geotermia ,ecoGEO B1/C1 1-6 PRO,2020-11-17,Brine/Water,Regulated,2.0,R290,0.15,44.0,,11,average,1540,4450,2.89,,,-20.133273817844387,-476.9584975638698,-20.13332411298028,577.707883346851,-41.29335779670102,-20.13332273308444,0.4825636587071505,-173.89599852441663,0.4825622525341321,167.27305960585062,6.480432672978596,-1.244562357710618,67.13465834383173,-156.85294641024348,67.13447372103197,-172.0481154793551,133.79470614596957,70.58525234564043,38.5097675550397,3.3516259284140264,37.79215827940107,,,,,,,,,,,,,,,,,,,,,
Enertech CTC AB,CTA Aeroheat CM 18a,2020-12-17,Outdoor Air/Water,Regulated,1.0,R407c,2.7,,56.0,12,average,3120,7520,2.41,,,269.81143956846034,-55.25520042766605,-468.01401377527606,23.375085333476648,13.965214726721973,217.0581977253973,231.9586141396485,-99.10360491067388,-346.1782514031859,16.84832920337622,37.625354916219614,159.51427938552115,-842.9058762851791,525.2055074010462,1105.3857474971917,-568.1242932517624,5.961261579183837,-217.3368234412889,5.915996819879849,2.407320376071466,1.996613474669488,,,,,,,,,,,,,,,,,,,,,
Enertech CTC AB,CTC CombiAir 12M,2020-10-30,Outdoor Air/Water,Regulated,1.0,R410a,2.9,,57.0,15,average,4472,8900,1.99,,,-1195.7956588579768,1494.628418061505,715.8693262145532,-614.096841864153,-388.1669554688575,-18.51705848792235,-673.1472096413648,861.9272823044729,381.2266650707664,-388.1818411103016,-207.57450904246403,22.17074093964027,-2594.130925396013,2918.5682153387324,1881.013781109056,-1395.111206346376,-679.6157240373026,-136.64011733406477,4.908446011275677,0.3164073659036669,8.238299133812177,,,,,,,,,,,,,,,,,,,,,
Enertech CTC AB,CTC CombiAir 16M,2020-10-30,Outdoor Air/Water,Regulated,1.0,R410a,4.0,,61.0,15,average,6219,12500,2.01,,,-1021.1224627165826,1292.4314945111494,591.5769954128243,-536.4028200852646,-332.7031513307546,0.8811094471695781,-843.588084733589,1013.0446637737156,548.5911643861664,-463.0741017677684,-240.7386649189352,-18.55259655978266,-5048.407330174182,5637.437584759043,3708.525344575,-2492.288235197794,-1392.516550455097,-431.66494149010487,4.469318150501206,0.3835729785320821,8.2221100794416,,,,,,,,,,,,,,,,,,,,,
Enertech CTC AB,CTC CombiAir 6M,2020-10-30,Outdoor Air/Water,Regulated,1.0,R410a,1.5,35.0,50.0,12,average,2500,4700,1.88,,,-145.01862098906955,374.9064636458808,-125.24343778198008,-165.65469715132855,-91.6197675813405,151.4124784654908,-253.85892346470555,426.5984384458177,31.8484890265309,-214.2574003664601,-91.87539613134308,99.76206255638004,-264.4635609488274,-452.9161851959425,1044.10804290866,-318.6142822405784,324.9168057410459,-318.8968569491009,4.252634256797393,2.671787897069576,9.906855410440016,,,,,,,,,,,,,,,,,,,,,
Enertech CTC AB,CTC CombiAir 8M,2020-10-30,Outdoor Air/Water,Regulated,1.0,R410a,2.6,,54.0,15,average,3247,6300,1.94,,,-1378.8180469723104,1710.701238472809,837.2908463117645,-697.9567167989468,-446.3242437774423,-32.02058176674595,-691.727470602268,884.7663310719383,391.9278658999695,-397.0297067827892,-213.64294512969963,21.989226509046883,-5224.221661853032,5607.608862126286,4101.03314816032,-2511.444408702243,-1371.7889028161787,-619.5274575517211,4.870841933455476,0.8232370256134103,7.9955998154274015,,,,,,,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoAir 406 1x230V,2020-12-17,Outdoor Air/Water,On-Off,4.0,R407c,2.2,,56.0,18,average,1643,3500,2.13,,,195.8658556971388,-30.28218309102341,-363.3277079915033,-7.370640648591112,15.490620130517614,191.4788552675156,113.29032516825228,-82.42477630839419,-138.86314558767626,55.3345734047078,13.791965248832083,39.3883146289097,-109.3053488546806,208.57225473513384,1.046224469017333,-389.4710527358094,68.39946169394568,228.5995746713272,1.7265932864100777,3.1619755264584586,1.6940856908160051,,,,,,,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoAir 408 1x230V,2020-12-17,Outdoor Air/Water,On-Off,4.0,R407c,2.2,,61.0,18,average,2036,4500,2.21,,,43.79529011577621,56.33407186266047,-157.12765120603729,-61.71301094456522,1.291683274343976,119.00839073384566,29.70412809492328,-10.580833846553142,-52.05185864643969,17.567958105130252,-1.3847559973629415,17.050369612361813,-169.3800668605928,187.5948611239514,140.16154283220175,-383.0625712909392,75.56423644164579,156.93307749743747,1.972636559723104,2.35124624807144,1.8503935853725304,,,,,,,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoAir 410 1x230V,2017-06-12,Outdoor Air/Water,On-Off,4.0,R407c,2.7,,58.0,18,average,3013,7080,2.35,,,175.80364960064105,-80.36067706574843,-267.04082956449366,15.4772229219711,28.034072983578184,129.94666816012415,2.605283735227969,5.859182638001607,-16.12455157822891,4.744198852843839,-3.104902049755314,6.337543182944917,388.0762020958795,-283.5592075280611,-445.92037417860297,-80.95263632484196,152.05664019310996,278.91631502258184,1.8789017175920089,3.078253903990129,2.1047895621153176,,,,,,,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoAir 415 1x230V,2020-12-17,Outdoor Air/Water,On-Off,4.0,R407c,3.4,,64.0,18,average,4095,9500,2.32,,,69.07132050458578,2.862346232086742,-146.24480738879998,-30.520276152901506,11.290860317405713,95.23088960452624,24.38342722828637,0.0719770451785103,-53.03977969245662,14.49257190096973,-4.932516442147534,19.36825967988304,-30.062044480565728,10.27002181253477,60.45784607953852,-226.5913960298496,86.83311824776621,106.43054281630968,1.2312201434444752,2.371743072175936,2.76140728665122,,,,,,,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoAir 420 3x400V,2020-12-17,Outdoor Air/Water,On-Off,4.0,R407c,3.5,,66.0,18,average,4638,10900,2.35,,,105.04354589332743,-5.906509833897343,-209.1138227979735,-12.845887591603953,7.681694232436347,116.65736421384862,24.72489314984465,9.500765341391512,-64.98297958156799,17.24659094329498,-10.224618714424045,23.97856779822129,52.46805816901072,-39.46921499813444,-48.635927301636265,-185.7222241702028,91.40146633983952,137.1237497515227,1.2384461237240003,2.0829783946942806,1.6515451904655838,,,,,,,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoAir 435 1x230V,2020-12-17,Brine/Water,On-Off,5.0,R407c,5.4,56.0,,18,average,9907,32000,3.23,,,3.6181134633602654,-105.07742602018078,3.6182477895712,88.69458713047973,6.806287266345396,3.617844900473,-46.990374659925294,-9.825274983361624,44.34600290955728,16.623663936431214,-1.523441248628082,-2.279626490789242,39.11967416375031,-193.5434299629817,39.119674835427126,-60.11580347713231,102.62009752360056,81.48149762313672,2.61222294037706,3.2247051893187297,0.6867547084034786,,,,,,,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoAir 510M 1x230V,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,2.2,,60.0,15,average,881,7000,7.95,,,646.2393757768002,-652.120063727893,-558.5890878314203,237.09054991340795,185.254700222138,145.12883250612902,170.0727465274099,224.07461051302465,-585.224264894171,85.64528532407452,-134.38860764010218,237.7695467237261,3271.195763259387,-4572.23536865396,-1403.352864322775,615.15283954534,1748.0172394508363,374.6901281574287,21.80494439251157,10.04165210530845,16.308280361232946,,,,,,,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoAir 510M 3x400V,2020-12-17,Outdoor Air/Water,Regulated,1.0,R407c,2.2,,60.0,15,average,3211,6100,1.9,,,-57.470015883488415,159.21738941239906,-61.35313474824197,-96.77490357436012,-26.41685172276026,82.5509218554186,30.89068623987032,10.52434434784336,-71.04137004291152,-65.05920353450612,25.9592511564952,68.9259829672205,-447.04843697782223,434.094589462484,399.6576069510828,-534.1040556094874,31.871580048383297,123.42904678676368,12.95774378852454,3.912333119814104,11.293524357447778,,,,,,,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoAir 520M,2020-12-17,Outdoor Air/Water,Regulated,1.0,R407c,2.7,,55.0,15,average,3671,7600,2.07,,,420.3879664831552,-249.5974661083497,-553.8482349030817,91.1029028576796,70.31414451058596,223.35582157347923,302.24041494767414,-230.1280008435562,-341.12190583577745,51.13916586895399,80.5768534707887,138.5674521985328,-619.0621520677075,604.3707551284203,557.8521793509391,-531.0735743494402,-44.22827359648655,38.76130036512433,7.723821924579466,2.495152855738556,4.510258599397276,,,,,,,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoAir 610M,2020-12-17,Outdoor Air/Water,Regulated,1.0,R407c,2.2,,53.0,14,average,2901,5890,2.03,,,371.619650356815,-254.85075662858327,-449.1226472116438,86.61863012913737,74.87873756140105,172.48872407487383,323.08831410407566,-274.83201372862885,-332.47602514597963,57.77038290496574,97.42760050609913,130.509333391439,-460.3619873866627,173.36054103047135,729.6233956454171,-309.88615704071674,48.66908473655045,-173.07768209507077,14.25860660780504,3.3924547565216336,9.29246853121157,,,,,,,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoAir 614M,2020-12-17,Outdoor Air/Water,Regulated,1.0,R407c,2.2,,51.0,14,average,3398,6830,2.01,,,123.1878223409314,8.920187630500955,-244.3175088243035,-11.900005717025874,1.2829998347483471,123.48885416668335,98.1624109649618,21.57311667131604,-212.06802797806608,-53.56253052725665,15.259874407256673,130.90437071006713,-531.1499949646565,113.407481392535,922.612640966496,-247.11576292084465,48.81593483287785,-298.4748679779279,3.799366814227428,1.91198435663519,7.796152499055922,,,,,,,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoPart 406 1x230V,2020-12-17,Brine/Water,On-Off,5.0,R407c,1.9,50.0,,18,average,1710,5300,3.1,,,32.07075163991645,-12.05281416080365,-1.4874809866083507,-13.98761860701519,10.69475010917358,-13.741637258145882,35.80646472956692,-219.66714630249064,0.8987355377008202,83.20881390083103,60.66685784525239,40.821849336947935,-27.73317284032729,215.73617205413643,-27.73317291099888,-45.46054930878418,-82.27280141972726,-27.73317284032729,12.974700224179314,13.583592936549438,1.0499895386513702,,,,,,,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoPart 408 1x230V,2020-12-17,Brine/Water,On-Off,5.0,R407c,1.9,46.0,,18,average,2348,7700,3.28,,,1.9948403051721209,458.4348273623025,1.994655067479523,-466.2101669260441,3.012969934652578,1.994914420619986,-9.367839730890752,173.1238200489377,-3.208169406773192,-157.99048285891388,-5.206127154783247,2.9514972187716486,81.81105940082998,-190.1022540623973,78.12904023216888,-59.15038717029307,100.7402435812808,-2.7580854820735663,3.04324381532038,3.4314443345473444,0.5263065461401759,,,,,,,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoPart 410 1x230V,2020-12-17,Brine/Water,On-Off,5.0,R407c,1.9,49.0,,18,average,2866,9400,3.28,,,3.117487629604548,404.95430904141006,3.1175237006402328,-418.61386839706927,5.578017551288982,3.117445084399243,-17.872965941910273,-299.6411595531576,-17.872969058651886,393.4947614489899,-40.34474665579808,-17.872969366626734,268.882542620051,-71.06233384254223,-259.33903178689326,-394.77662828265727,197.2682232263172,268.8825471473138,12.855663518051562,12.473836293491312,0.7091349209699407,,,,,,,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoPart 412 1x230V,2020-12-17,Brine/Water,On-Off,5.0,R407c,2.3,50.0,,18,average,3385,11000,3.25,,,3.0620273012392105,-548.2943128563468,3.0625372887542364,534.9921009652023,5.39611793551132,3.062601354586493,2.437521540049938,169.76157813550668,-1.7709096053423867,-162.19977047684463,-1.8901068483246373,-5.97933616049586,72.9383203281777,-117.72433800362528,8.342918390530613,-125.97200747307716,98.1498958456504,72.93832904984478,2.581977215075228,3.2015830694431284,0.6983688071210999,,,,,,,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoPart 414 1x230V,2020-12-17,Brine/Water,On-Off,5.0,R407c,2.7,53.0,,18,average,4134,13600,3.29,,,2.216675115681667,259.693588106406,2.2165661390245868,-268.5606504546844,3.459782969514483,2.216612648060661,4.673334380421242,-79.43579027114156,-5.378077843229233,88.59406598157254,-2.6896153567178933,-5.378328441885362,45.17954382099139,-243.50168032839767,45.17954455460638,31.15825063092592,85.02675101258909,45.179544194886816,2.397040738979438,2.9785668267910195,0.6391538982132309,,,,,,,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoPart 417 1x230V,2020-12-17,Brine/Water,On-Off,5.0,R407c,2.7,56.0,,18,average,4954,16000,3.23,,,3.6181134633602654,-105.07742602018078,3.6182477895712,88.69458713047973,6.806287266345396,3.617844900473,-1.633906770554863,234.50713157454203,-1.633988509197854,-227.74880632857503,-1.505449188009037,-1.633912080255769,39.11967416375031,-193.5434299629817,39.119674835427126,-60.11580347713231,102.62009752360056,81.48149762313672,2.61030457806086,3.2247051893187297,0.6861884829069457,,,,,,,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoPart 425 1x230V,2020-12-17,Brine/Water,On-Off,5.0,R407c,4.6,50.0,,18,average,6769,22000,3.25,,,3.0620273012392105,-548.2943128563468,3.0625372887542364,534.9921009652023,5.39611793551132,3.062601354586493,51.3559052429861,21.34224102294694,51.35376701863203,-13.662647298260662,-1.9416874936728048,-108.08949306921022,72.9383203281777,-117.72433800362528,8.342918390530613,-125.97200747307716,98.1498958456504,72.93832904984478,2.5879032111217795,3.2015830694431284,0.6991799387963606,,,,,,,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoPart 430 1x230V,2020-12-17,Brine/Water,On-Off,5.0,R407c,5.0,53.0,,18,average,8267,27200,3.29,,,2.216675115681667,259.693588106406,2.2165661390245868,-268.5606504546844,3.459782969514483,2.216612648060661,-2.02000629316437,-358.2088953270996,-2.0178223108326137,367.3251798798664,-2.671588655300233,-2.0207599020312847,45.17954382099139,-243.50168032839767,45.17954455460638,31.15825063092592,85.02675101258909,45.179544194886816,2.3995229400410123,2.9785668267910195,0.6397846165781991,,,,,,,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoPart 612M,2020-11-30,Brine/Water,Regulated,2.0,R407c,2.4,39.0,,23,average,1846,6000,3.25,,,-11.07355776233716,203.72821371716364,-11.073485974065228,-147.5436073894967,-23.142378998354456,-11.073461928256185,7.844642467395888,140.47846598019277,7.843121467723516,-186.8155140380989,22.953016573683623,7.844241705281372,30.583627255085943,-169.78130778007778,30.583627735844235,43.94370710329718,43.25785854476744,30.583620684097955,36.638466531565385,2.066336913968156,36.75891113563479,,,,,,,,,,,,,,,,,,,,,
Enertech CTC AB,CTC EcoPart 616M,2020-11-30,Brine/Water,Regulated,2.0,R407c,2.2,,,20,average,5086,14190,2.79,,,4.615774966318319,156.09385414199542,4.615659530190028,-185.1724266628815,15.320638524706878,4.6159043179338575,25.40376543176405,-648.7283901889755,25.40378140058668,508.2347594951721,64.89973318575097,25.403849688632835,9.696723530221812,488.3114081410536,9.69678231172736,-501.080168266496,-7.785188944326618,9.696819201294828,27.746055645087807,3.9731433405291,23.946374266455127,,,,,,,,,,,,,,,,,,,,,
Enertech CTC AB,CTC GS 6,2020-12-17,Brine/Water,Regulated,2.0,R407c,1.9,41.0,,18,average,1667,5300,3.18,,,-0.5745240686697228,-111.6146009144564,-0.5745288391983729,117.7021069088835,-3.191779955277936,-0.5745209798856417,1.5475136113387928,-314.7541795866624,1.54751744357082,305.1954962923495,5.459749158992699,1.5475154719659745,18.74145186870456,-496.5960171406113,18.744037521860555,423.3326813402646,24.108321869280605,18.74140302057997,0.2941500166749756,0.1205133787145312,0.3065481449561174,,,,,,,,,,,,,,,,,,,,,
Enertech CTC AB,CTC GS 608,2020-11-30,Brine/Water,Regulated,2.0,R407c,1.9,39.0,,18,average,2269,7600,3.35,,,1.9456103596166847,-372.61609991220286,1.945622431600457,365.2295321741605,2.789637658570882,1.9456536373733848,2.0398048406749805,-465.6642343575367,2.0420148975298926,453.4668337691007,6.631375328607948,2.0398038685805577,-33.95404163289377,86.73105174418893,58.455994987061125,-204.05935932818824,43.23221997299131,57.2474708799248,0.2985985437036091,0.2463411378395089,0.372206660328451,,,,,,,,,,,,,,,,,,,,,
